Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (m²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
14.67;882.42;0.19716;-9.4744;10.581;9.4856;134.22;87.398;160.17;33.071;10.579;0.46213;-23.363;-47.999;9.7837;53.724;0;0.65503;-1.3651;8256.4;0;5.5915;0.01467;1421.4;1402.3;0.23715;0.032441;1952093;0;0.095851;0.74113;0.29667;0.46297;0.15803;0.12014;14.214;-26.368;0.027357;0;0;0;0;0.0061877;0.0013144;80.9;0.0051403;54.448;23.664;NaN;20.426;852.22;343.68;0.01;0.64548
14.68;882.42;0.10243;-9.4715;10.575;9.4829;134.3;87.459;160.27;33.072;10.575;0.46525;-23.363;-47.999;9.7837;54.199;0;0.58601;-1.3642;8256.4;0;5.5915;0.01467;1421.6;1402.3;0.23902;0.032418;1950674;0;0.092722;0.74119;0.2874;0.46303;0.15803;0.12014;14.342;-26.724;0.027236;0;0;0;0;0.0049595;0.0013101;80.9;0.0051403;54.439;23.685;NaN;20.426;852.22;343.68;0.01;0.64575
14.69;882.42;0.0077293;-9.4686;10.571;9.4802;134.39;87.521;160.38;33.074;10.571;0.46845;-23.363;-47.999;9.7837;54.676;0;0.51611;-1.3635;8256.4;0;5.5915;0.01467;1421.8;1402.3;0.2409;0.032397;1949391;0;0.089645;0.74125;0.27823;0.46309;0.15803;0.12014;14.47;-27.08;0.026412;0;0;0;0;0.003852;0.001306;80.9;0.0051403;54.432;23.707;NaN;20.426;852.22;343.68;0.01;0.64603
14.7;882.42;-0.086943;-9.4657;10.567;9.4775;134.48;87.582;160.48;33.075;10.566;0.47171;-23.363;-47.999;9.7837;55.154;0;0.44538;-1.3628;8256.4;0;5.5915;0.01467;1421.9;1402.3;0.24283;0.032377;1948224;0;0.086622;0.7413;0.26917;0.46314;0.15803;0.12014;14.599;-27.436;0.026975;0;0;0;0;0.0028721;0.0013019;80.9;0.0051403;54.425;23.729;NaN;20.426;852.22;343.68;0.01;0.64631
14.71;882.42;-0.18159;-9.4632;10.563;9.4751;134.56;87.643;160.59;33.077;10.562;0.47429;-23.363;-47.999;9.7837;55.628;0;0.37585;-1.3617;8256.4;0;5.5915;0.01467;1422.1;1402.3;0.24581;0.032347;1946408;0;0.083621;0.74138;0.26033;0.46322;0.15803;0.12014;14.718;-27.772;0.026466;0;0;0;0;0.0020491;0.001298;80.9;0.0051403;54.419;23.751;NaN;20.426;852.22;343.68;0.01;0.64659
14.72;882.42;-0.27621;-9.4606;10.561;9.4726;134.65;87.704;160.69;33.078;10.557;0.47696;-23.363;-47.999;9.7837;56.103;0;0.30552;-1.3608;8256.4;0;5.5915;0.01467;1422.4;1402.3;0.2488;0.032319;1944736;0;0.080674;0.74146;0.25159;0.46329;0.15803;0.12014;14.838;-28.107;0.026695;0;0;0;0;0.0013563;0.0012941;80.9;0.0051403;54.414;23.774;NaN;20.426;852.22;343.68;0.01;0.64686
14.73;882.42;-0.3708;-9.458;10.559;9.4702;134.74;87.765;160.8;33.08;10.553;0.47972;-23.363;-47.999;9.7837;56.58;0;0.23438;-1.36;8256.4;0;5.5915;0.01467;1422.6;1402.3;0.2518;0.032294;1943209;0;0.077783;0.74152;0.24295;0.46336;0.15803;0.12014;14.958;-28.443;0.026496;0;0;0;0;7.9947e-4;0.0012904;80.9;0.0051403;54.41;23.796;NaN;20.426;852.22;343.68;0.01;0.64714
# Event APOGEE occurred at t=14.74 seconds
14.74;882.41;-0.46537;-9.4554;10.559;9.4677;134.82;87.827;160.9;33.081;10.548;0.48257;-23.363;-47.999;9.7837;57.058;0;0.16242;-1.3595;8256.4;0;5.5915;0.01467;1422.9;1402.3;0.2548;0.032271;1941825;0;0.074948;0.74159;0.23443;0.46342;0.15803;0.12014;15.08;-28.78;0.026995;0;0;0;0;3.8448e-4;0.0012868;80.9;0.0051403;54.406;23.819;NaN;20.427;852.22;343.68;0.01;0.64783
14.75;882.41;-0.55991;-9.4527;10.559;9.4651;134.91;87.888;161.01;33.083;10.544;0.48552;-23.363;-47.999;9.7837;57.538;0;0.08963;-1.3593;8256.4;0;5.5915;0.01467;1423.1;1402.3;0.2578;0.03225;1940589;0;0.072168;0.74164;0.22602;0.46348;0.15803;0.12014;15.202;-29.116;0.027166;0;0;0;0;1.1723e-4;0.0012833;80.9;0.0051403;54.403;23.842;NaN;20.427;852.22;343.68;0.01;0.64814
14.76;882.4;-0.65442;-9.4498;10.56;9.4624;134.99;87.949;161.12;33.084;10.539;0.48873;-23.363;-47.999;9.7837;58.02;0;0.015538;-1.3592;8256.4;0;5.5915;0.01467;1423.3;1402.3;0.26056;0.032235;1939672;0;0.069451;0.74168;0.21772;0.46352;0.15803;0.12014;15.327;-29.458;0.02668;0;0;0;0;3.5266e-6;0.00128;80.9;0.0051403;54.4;23.865;NaN;20.427;852.23;343.68;0.01;0.64843
14.77;882.39;-0.7489;-9.4469;10.561;9.4597;135.08;88.01;161.22;33.086;10.535;0.49205;-23.363;-47.999;9.7837;58.503;0;-0.059417;-1.3593;8256.4;0;5.5915;0.01467;1423.6;1402.3;0.26333;0.032222;1938897;0;0.06679;0.74172;0.20954;0.46355;0.15803;0.12013;15.453;-29.799;0.02739;0;0;0;0;-5.1609e-5;0.0012767;80.9;0.0051403;54.399;23.888;NaN;20.427;852.23;343.68;0.01;0.64872
14.78;882.39;-0.84336;-9.4439;10.564;9.4569;135.16;88.071;161.33;33.088;10.53;0.49546;-23.363;-47.999;9.7837;58.988;0;-0.13525;-1.3596;8256.4;0;5.5915;0.01467;1423.8;1402.3;0.26611;0.032212;1938263;0;0.064185;0.74174;0.2015;0.46358;0.15803;0.12013;15.579;-30.141;0.026916;0;0;0;0;-2.6757e-4;0.0012736;80.9;0.0051403;54.398;23.911;NaN;20.427;852.23;343.68;0.01;0.649
14.79;882.38;-0.93778;-9.4409;10.567;9.4541;135.25;88.132;161.43;33.089;10.525;0.49896;-23.363;-47.999;9.7837;59.473;0;-0.21196;-1.3601;8256.4;0;5.5915;0.01467;1424;1402.3;0.26889;0.032203;1937770;0;0.061637;0.74177;0.1936;0.4636;0.15803;0.12013;15.707;-30.48;0.027178;0;0;0;0;-6.575e-4;0.0012705;80.9;0.0051403;54.398;23.935;NaN;20.427;852.23;343.68;0.01;0.64929
14.8;882.37;-1.0322;-9.4379;10.571;9.4512;135.34;88.193;161.54;33.091;10.521;0.5026;-23.363;-47.999;9.7837;59.96;0;-0.28963;-1.3608;8256.4;0;5.5915;0.01467;1424.2;1402.3;0.27164;0.032198;1937447;0;0.059145;0.74178;0.18584;0.46362;0.15803;0.12013;15.835;-30.822;0.026868;0;0;0;0;-0.0012281;0.0012676;80.9;0.0051403;54.399;23.959;NaN;20.427;852.23;343.68;0.01;0.64958
14.81;882.36;-1.1265;-9.4341;10.576;9.4477;135.42;88.254;161.64;33.092;10.516;0.50751;-23.363;-47.999;9.7837;60.451;0;-0.37132;-1.3609;8256.4;0;5.5915;0.01467;1424.3;1402.3;0.27282;0.032214;1938420;0;0.056754;0.74174;0.17814;0.46357;0.15803;0.12013;15.98;-31.191;0.027124;0;0;0;0;-0.0020166;0.0012648;80.9;0.0051403;54.401;23.983;NaN;20.427;852.23;343.68;0.01;0.64986
14.82;882.35;-1.2209;-9.4302;10.582;9.4441;135.51;88.316;161.75;33.094;10.511;0.51253;-23.363;-47.999;9.7837;60.943;0;-0.45407;-1.361;8256.4;0;5.5915;0.01467;1424.4;1402.3;0.27401;0.032232;1939524;0;0.054417;0.74169;0.17062;0.46352;0.15803;0.12014;16.126;-31.559;0.027198;0;0;0;0;-0.0030121;0.0012621;80.9;0.0051403;54.403;24.007;NaN;20.427;852.23;343.68;0.01;0.65013
14.83;882.33;-1.3151;-9.4263;10.588;9.4405;135.59;88.377;161.85;33.095;10.506;0.51766;-23.363;-47.999;9.7837;61.435;0;-0.53789;-1.3611;8256.4;0;5.5915;0.01467;1424.5;1402.3;0.27521;0.032253;1940759;0;0.052135;0.74163;0.16325;0.46347;0.15803;0.12014;16.273;-31.927;0.027353;0;0;0;0;-0.0042214;0.0012596;80.9;0.0051403;54.406;24.031;NaN;20.427;852.23;343.68;0.01;0.65041
14.84;882.32;-1.4094;-9.4223;10.596;9.4368;135.68;88.438;161.96;33.097;10.501;0.5229;-23.363;-47.999;9.7837;61.927;0;-0.62279;-1.3613;8256.4;0;5.5915;0.01467;1424.6;1402.3;0.27642;0.032276;1942124;0;0.049908;0.74157;0.15606;0.46341;0.15803;0.12014;16.42;-32.293;0.026576;0;0;0;0;-0.0056512;0.0012571;80.9;0.0051403;54.411;24.055;NaN;20.427;852.23;343.68;0.01;0.65069
14.85;882.3;-1.5036;-9.4183;10.604;9.4331;135.76;88.499;162.06;33.099;10.496;0.52824;-23.363;-47.999;9.7837;62.418;0;-0.70875;-1.3615;8256.4;0;5.5915;0.01467;1424.7;1402.3;0.27765;0.0323;1943606;0;0.047736;0.74151;0.14904;0.46334;0.15803;0.12014;16.568;-32.658;0.027125;0;0;0;0;-0.0073077;0.0012548;80.9;0.0051403;54.416;24.08;NaN;20.427;852.23;343.68;0.01;0.65097
14.86;882.29;-1.5977;-9.4145;10.612;9.4296;135.85;88.56;162.17;33.1;10.491;0.53315;-23.363;-47.999;9.7837;62.909;0;-0.79448;-1.3624;8256.4;0;5.5915;0.01467;1424.9;1402.3;0.27959;0.032318;1944708;0;0.045601;0.74146;0.14221;0.46329;0.15803;0.12014;16.709;-33.009;0.026527;0;0;0;0;-0.0091721;0.0012526;80.9;0.0051403;54.421;24.105;NaN;20.428;852.24;343.68;0.01;0.65125
14.87;882.27;-1.6919;-9.4107;10.622;9.4261;135.93;88.621;162.27;33.102;10.486;0.53818;-23.363;-47.999;9.7837;63.399;0;-0.88125;-1.3633;8256.4;0;5.5915;0.01467;1425;1402.3;0.28153;0.032339;1945940;0;0.043522;0.7414;0.13556;0.46324;0.15803;0.12014;16.85;-33.36;0.026628;0;0;0;0;-0.011271;0.0012505;80.9;0.0051403;54.428;24.13;NaN;20.428;852.24;343.68;0.01;0.65153
14.88;882.25;-1.786;-9.4068;10.632;9.4225;136.02;88.682;162.38;33.103;10.481;0.54331;-23.363;-47.999;9.7837;63.89;0;-0.96908;-1.3644;8256.4;0;5.5915;0.01467;1425.2;1402.3;0.28348;0.032361;1947303;0;0.041498;0.74134;0.12907;0.46318;0.15803;0.12014;16.992;-33.709;0.027107;0;0;0;0;-0.01361;0.0012485;80.9;0.0051403;54.436;24.155;NaN;20.428;852.24;343.68;0.01;0.6518
14.89;882.24;-1.88;-9.4029;10.644;9.4188;136.11;88.743;162.48;33.105;10.476;0.54856;-23.363;-47.999;9.7837;64.381;0;-1.058;-1.3656;8256.4;0;5.5915;0.01467;1425.4;1402.3;0.28543;0.032386;1948795;0;0.039529;0.74128;0.12276;0.46311;0.15803;0.12014;17.134;-34.057;0.027372;0;0;0;0;-0.016197;0.0012467;80.9;0.0051403;54.444;24.18;NaN;20.428;852.24;343.68;0.01;0.65208
14.9;882.22;-1.974;-9.3988;10.655;9.4151;136.19;88.804;162.58;33.107;10.471;0.55396;-23.363;-47.999;9.7837;64.872;0;-1.1481;-1.3668;8256.4;0;5.5915;0.01467;1425.5;1402.3;0.28733;0.032414;1950455;0;0.037616;0.7412;0.11662;0.46304;0.15803;0.12014;17.278;-34.404;0.026537;0;0;0;0;-0.019041;0.001245;80.9;0.0051403;54.453;24.206;NaN;20.428;852.24;343.68;0.01;0.65236
14.91;882.2;-2.068;-9.3938;10.668;9.4105;136.28;88.864;162.69;33.108;10.466;0.56114;-23.363;-47.999;9.7837;65.364;0;-1.2432;-1.3647;8256.4;0;5.5915;0.01467;1425.5;1402.3;0.28716;0.032468;1953748;0;0.035803;0.74106;0.11063;0.46289;0.15803;0.12014;17.444;-34.789;0.027092;0;0;0;0;-0.022251;0.0012433;80.9;0.0051403;54.464;24.231;NaN;20.428;852.25;343.68;0.01;0.65264
14.92;882.18;-2.1619;-9.3886;10.681;9.4058;136.36;88.925;162.79;33.11;10.46;0.56847;-23.363;-47.999;9.7837;65.856;0;-1.3396;-1.3625;8256.4;0;5.5915;0.01467;1425.5;1402.3;0.28699;0.032525;1957169;0;0.034042;0.74091;0.10482;0.46274;0.15803;0.12014;17.611;-35.173;0.027108;0;0;0;0;-0.025746;0.0012418;80.9;0.0051403;54.475;24.257;NaN;20.428;852.25;343.68;0.01;0.65292
14.93;882.15;-2.2558;-9.3834;10.696;9.4011;136.45;88.986;162.9;33.111;10.455;0.57595;-23.363;-47.999;9.7837;66.346;0;-1.4373;-1.3602;8256.4;0;5.5915;0.01467;1425.5;1402.3;0.28682;0.032584;1960716;0;0.032333;0.74075;0.099195;0.46259;0.15803;0.12014;17.778;-35.555;0.026613;0;0;0;0;-0.029533;0.0012405;80.9;0.0051403;54.487;24.284;NaN;20.429;852.25;343.68;0.01;0.6532
14.94;882.13;-2.3496;-9.3782;10.71;9.3963;136.53;89.047;163;33.113;10.45;0.58358;-23.363;-47.999;9.7837;66.836;0;-1.5364;-1.3577;8256.4;0;5.5915;0.01467;1425.5;1402.3;0.28665;0.032645;1964388;0;0.030675;0.74059;0.093757;0.46243;0.15803;0.12014;17.947;-35.937;0.026328;0;0;0;0;-0.03362;0.0012392;80.9;0.0051403;54.5;24.31;NaN;20.429;852.25;343.68;0.01;0.65347
14.95;882.11;-2.4433;-9.3728;10.726;9.3914;136.62;89.108;163.11;33.115;10.444;0.5914;-23.363;-47.999;9.7837;67.325;0;-1.6369;-1.355;8256.4;0;5.5915;0.01467;1425.4;1402.3;0.28644;0.032708;1968207;0;0.029069;0.74043;0.088504;0.46226;0.15803;0.12014;18.116;-36.318;0.025716;0;0;0;0;-0.038015;0.0012381;80.9;0.0051403;54.514;24.337;NaN;20.429;852.25;343.68;0.01;0.65375
14.96;882.08;-2.537;-9.3667;10.742;9.3859;136.7;89.169;163.21;33.116;10.438;0.6004;-23.363;-47.999;9.7837;67.814;0;-1.741;-1.3496;8256.4;0;5.5915;0.01467;1425.3;1402.3;0.28502;0.032788;1973027;0;0.027535;0.74022;0.083426;0.46205;0.15803;0.12014;18.299;-36.721;0.025453;0;0;0;0;-0.042791;0.001237;80.9;0.0051403;54.529;24.364;NaN;20.429;852.26;343.68;0.01;0.65403
14.97;882.06;-2.6307;-9.3606;10.759;9.3804;136.79;89.23;163.32;33.118;10.433;0.60961;-23.363;-47.999;9.7837;68.301;0;-1.8465;-1.344;8256.4;0;5.5915;0.01467;1425.2;1402.3;0.28359;0.032871;1977979;0;0.026051;0.74;0.078533;0.46183;0.15803;0.12014;18.483;-37.123;0.025152;0;0;0;0;-0.047897;0.0012361;80.9;0.0051403;54.545;24.391;NaN;20.429;852.26;343.68;0.01;0.65431
14.98;882.03;-2.7242;-9.3543;10.777;9.3748;136.87;89.291;163.42;33.119;10.427;0.61901;-23.363;-47.999;9.7837;68.787;0;-1.9537;-1.3381;8256.4;0;5.5915;0.01467;1425.1;1402.3;0.28214;0.032955;1983061;0;0.024615;0.73978;0.073825;0.46161;0.15803;0.12014;18.668;-37.524;0.024735;0;0;0;0;-0.05334;0.0012353;80.9;0.0051403;54.562;24.418;NaN;20.43;852.26;343.68;0.01;0.65459
14.99;882;-2.8177;-9.348;10.795;9.3691;136.95;89.351;163.52;33.121;10.421;0.62862;-23.363;-47.999;9.7837;69.271;0;-2.0623;-1.3319;8256.4;0;5.5915;0.01467;1425;1402.3;0.28067;0.033042;1988271;0;0.023227;0.73956;0.069298;0.46139;0.15803;0.12014;18.855;-37.924;0.024394;0;0;0;0;-0.059129;0.0012346;80.9;0.0051403;54.58;24.446;NaN;20.43;852.26;343.68;0.01;0.65487
15;881.97;-2.9112;-9.3416;10.815;9.3634;137.04;89.412;163.63;33.123;10.415;0.63838;-23.363;-47.999;9.7837;69.754;0;-2.1725;-1.3257;8256.4;0;5.5915;0.01467;1424.9;1402.3;0.27925;0.033129;1993566;0;0.021886;0.73933;0.064951;0.46116;0.15803;0.12014;19.041;-38.323;0.024601;0;0;0;0;-0.065268;0.0012341;80.9;0.0051403;54.599;24.474;NaN;20.43;852.27;343.68;0.01;0.65515
15.01;881.94;-3.0046;-9.3362;10.834;9.3586;137.12;89.473;163.73;33.124;10.409;0.64632;-23.363;-47.999;9.7837;70.237;0;-2.2807;-1.325;8256.4;0;5.5915;0.01467;1424.9;1402.3;0.28006;0.033192;1997359;0;0.02056;0.73917;0.060785;0.461;0.15803;0.12014;19.203;-38.677;0.023793;0;0;0;0;-0.071658;0.0012336;80.9;0.0051403;54.619;24.502;NaN;20.43;852.27;343.68;0.01;0.65543
15.02;881.91;-3.0979;-9.3308;10.855;9.3537;137.21;89.534;163.84;33.126;10.403;0.6544;-23.363;-47.999;9.7837;70.718;0;-2.3903;-1.3243;8256.4;0;5.5915;0.01467;1425;1402.3;0.28088;0.033257;2001265;0;0.019284;0.739;0.056789;0.46083;0.15803;0.12014;19.364;-39.028;0.024075;0;0;0;0;-0.078403;0.0012333;80.9;0.0051403;54.64;24.53;NaN;20.431;852.27;343.68;0.01;0.65571
15.03;881.88;-3.1912;-9.3253;10.876;9.3488;137.29;89.594;163.94;33.128;10.397;0.66263;-23.363;-47.999;9.7837;71.198;0;-2.5013;-1.3236;8256.4;0;5.5915;0.01467;1425.1;1402.3;0.28171;0.033324;2005283;0;0.018056;0.73883;0.052961;0.46066;0.15803;0.12014;19.527;-39.378;0.024152;0;0;0;0;-0.085511;0.0012331;80.9;0.0051403;54.663;24.559;NaN;20.431;852.28;343.68;0.01;0.65599
15.04;881.85;-3.2844;-9.3198;10.898;9.3439;137.38;89.655;164.04;33.129;10.391;0.67102;-23.363;-47.999;9.7837;71.678;0;-2.6137;-1.3228;8256.4;0;5.5915;0.01467;1425.1;1402.3;0.28255;0.033392;2009410;0;0.016877;0.73866;0.049298;0.46048;0.15803;0.12014;19.689;-39.726;0.024082;0;0;0;0;-0.092988;0.001233;80.9;0.0051403;54.686;24.588;NaN;20.431;852.28;343.68;0.01;0.65627
15.05;881.82;-3.3776;-9.3141;10.92;9.3389;137.46;89.716;164.15;33.131;10.385;0.67956;-23.363;-47.999;9.7837;72.157;0;-2.7276;-1.322;8256.4;0;5.5915;0.01467;1425.2;1402.3;0.28339;0.033463;2013650;0;0.015745;0.73848;0.0458;0.4603;0.15803;0.12015;19.853;-40.072;0.023359;0;0;0;0;-0.10084;0.001233;80.9;0.0051403;54.71;24.618;NaN;20.431;852.28;343.68;0.01;0.65655
15.06;881.78;-3.4707;-9.3083;10.943;9.3338;137.55;89.777;164.25;33.133;10.378;0.68845;-23.363;-47.999;9.7837;72.634;0;-2.8433;-1.3206;8256.4;0;5.5915;0.01467;1425.2;1402.3;0.28404;0.033537;2018144;0;0.014663;0.73829;0.042462;0.46011;0.15803;0.12015;20.018;-40.421;0.023595;0;0;0;0;-0.10909;0.0012331;80.9;0.0051403;54.736;24.648;NaN;20.432;852.29;343.68;0.01;0.65683
15.07;881.75;-3.5638;-9.3025;10.967;9.3286;137.63;89.837;164.36;33.134;10.372;0.6975;-23.363;-47.999;9.7837;73.111;0;-2.9605;-1.3191;8256.4;0;5.5915;0.01467;1425.3;1402.3;0.2847;0.033614;2022745;0;0.013627;0.7381;0.039284;0.45992;0.15803;0.12015;20.184;-40.767;0.023707;0;0;0;0;-0.11773;0.0012334;80.9;0.0051403;54.763;24.678;NaN;20.432;852.29;343.68;0.01;0.6571
15.08;881.71;-3.6567;-9.2965;10.991;9.3233;137.71;89.898;164.46;33.136;10.365;0.70671;-23.363;-47.999;9.7837;73.586;0;-3.0791;-1.3176;8256.4;0;5.5915;0.01467;1425.3;1402.3;0.28537;0.033692;2027451;0;0.012638;0.7379;0.036262;0.45972;0.15803;0.12015;20.351;-41.112;0.023391;0;0;0;0;-0.12677;0.0012337;80.9;0.0051403;54.791;24.708;NaN;20.432;852.29;343.68;0.01;0.65738
15.09;881.67;-3.7497;-9.2905;11.017;9.3181;137.8;89.959;164.56;33.138;10.359;0.71608;-23.363;-47.999;9.7837;74.061;0;-3.1994;-1.3161;8256.4;0;5.5915;0.01467;1425.4;1402.3;0.28605;0.033772;2032260;0;0.011693;0.7377;0.033392;0.45952;0.15803;0.12015;20.517;-41.456;0.02343;0;0;0;0;-0.13621;0.0012342;80.9;0.0051403;54.82;24.739;NaN;20.433;852.3;343.68;0.01;0.65766
15.1;881.64;-3.8426;-9.2844;11.042;9.3128;137.88;90.019;164.67;33.139;10.352;0.72557;-23.363;-47.999;9.7837;74.534;0;-3.3211;-1.3147;8256.4;0;5.5915;0.01467;1425.5;1402.3;0.2868;0.033853;2037137;0;0.010792;0.73749;0.030672;0.45931;0.15803;0.12015;20.683;-41.795;0.023242;0;0;0;0;-0.14607;0.0012348;80.9;0.0051403;54.85;24.77;NaN;20.433;852.3;343.68;0.01;0.65824
15.11;881.6;-3.9354;-9.2794;11.069;9.3083;137.97;90.08;164.77;33.141;10.345;0.73337;-23.363;-47.999;9.7837;75.01;0;-3.4415;-1.3202;8256.4;0;5.5915;0.01467;1425.7;1402.3;0.28944;0.033913;2040776;0;0.0099173;0.73734;0.028086;0.45916;0.15803;0.12015;20.827;-42.095;0.022716;0;0;0;0;-0.1563;0.0012355;80.9;0.0051403;54.881;24.802;NaN;20.433;852.3;343.68;0.01;0.65907
15.12;881.56;-4.0281;-9.2742;11.095;9.3038;138.05;90.14;164.87;33.143;10.338;0.74131;-23.363;-47.999;9.7837;75.485;0;-3.5633;-1.3259;8256.4;0;5.5915;0.01467;1425.9;1402.3;0.29209;0.033975;2044525;0;0.0090874;0.73719;0.025642;0.459;0.15803;0.12015;20.971;-42.393;0.023098;0;0;0;0;-0.16695;0.0012363;80.9;0.0051403;54.914;24.834;NaN;20.433;852.31;343.68;0.01;0.65968
15.13;881.52;-4.1209;-9.269;11.123;9.2993;138.13;90.201;164.98;33.145;10.332;0.7494;-23.363;-47.999;9.7837;75.959;0;-3.6864;-1.3317;8256.4;0;5.5915;0.01467;1426.1;1402.3;0.29476;0.034039;2048383;0;0.0083016;0.73703;0.023336;0.45884;0.15803;0.12015;21.116;-42.688;0.022822;0;0;0;0;-0.17801;0.0012372;80.9;0.0051403;54.948;24.866;NaN;20.434;852.31;343.68;0.01;0.66026
15.14;881.47;-4.2135;-9.2638;11.151;9.2947;138.22;90.262;165.08;33.146;10.324;0.75763;-23.363;-47.999;9.7837;76.433;0;-3.8109;-1.3377;8256.4;0;5.5915;0.01467;1426.3;1402.3;0.29745;0.034105;2052349;0;0.007559;0.73686;0.021167;0.45868;0.15803;0.12015;21.26;-42.981;0.023186;0;0;0;0;-0.1895;0.0012383;80.9;0.0051403;54.983;24.899;NaN;20.434;852.32;343.68;0.01;0.66074
15.15;881.43;-4.3061;-9.2585;11.18;9.2901;138.3;90.322;165.18;33.148;10.317;0.76593;-23.363;-47.999;9.7837;76.907;0;-3.9366;-1.3441;8256.4;0;5.5915;0.01467;1426.5;1402.3;0.30022;0.034172;2056370;0;0.0068584;0.7367;0.01913;0.45851;0.15803;0.12015;21.403;-43.271;0.022992;0;0;0;0;-0.20142;0.0012395;80.9;0.0051403;55.019;24.932;NaN;20.435;852.32;343.68;0.01;0.66119
15.16;881.39;-4.3987;-9.2548;11.209;9.2869;138.38;90.383;165.28;33.15;10.31;0.77152;-23.363;-47.999;9.7837;77.387;0;-4.0592;-1.3632;8256.4;0;5.5915;0.01467;1427;1402.3;0.30586;0.034207;2058514;0;0.0061786;0.73661;0.017198;0.45842;0.15803;0.12015;21.513;-43.499;0.02434;0;0;0;0;-0.21372;0.0012407;80.9;0.0051403;55.057;24.966;NaN;20.435;852.32;343.68;0.01;0.66182
15.17;881.34;-4.4912;-9.251;11.239;9.2836;138.47;90.443;165.39;33.151;10.303;0.77728;-23.363;-47.999;9.7837;77.867;0;-4.1828;-1.3827;8256.4;0;5.5915;0.01467;1427.5;1402.3;0.31147;0.034245;2060812;0;0.0055421;0.73652;0.015392;0.45833;0.15803;0.12015;21.623;-43.728;0.024595;0;0;0;0;-0.22642;0.0012421;80.9;0.0051403;55.095;25;NaN;20.435;852.33;343.68;0.01;0.66244
15.18;881.3;-4.5837;-9.2472;11.27;9.2803;138.55;90.504;165.49;33.153;10.296;0.78323;-23.363;-47.999;9.7837;78.348;0;-4.3073;-1.4026;8256.4;0;5.5915;0.01467;1427.9;1402.3;0.31707;0.034286;2063264;0;0.0049479;0.73642;0.013709;0.45823;0.15803;0.12015;21.734;-43.954;0.025687;0;0;0;0;-0.23953;0.0012437;80.9;0.0051403;55.136;25.034;NaN;20.436;852.33;343.68;0.01;0.66292
15.19;881.25;-4.6762;-9.2433;11.301;9.2769;138.63;90.564;165.59;33.155;10.288;0.78936;-23.363;-47.999;9.7837;78.829;0;-4.4327;-1.4231;8256.4;0;5.5915;0.01467;1428.4;1402.3;0.32265;0.034329;2065867;0;0.0043949;0.73631;0.012146;0.45812;0.15803;0.12015;21.846;-44.18;0.025877;0;0;0;0;-0.25305;0.0012453;80.9;0.0051403;55.177;25.069;NaN;20.436;852.34;343.68;0.01;0.66321
15.2;881.2;-4.7686;-9.2392;11.333;9.2734;138.72;90.624;165.7;33.157;10.281;0.79573;-23.363;-47.999;9.7837;79.31;0;-4.5592;-1.4436;8256.4;0;5.5915;0.01467;1428.8;1402.3;0.32814;0.034375;2068664;0;0.0038826;0.73619;0.010701;0.45801;0.15803;0.12015;21.958;-44.405;0.026335;0;0;0;0;-0.26698;0.0012471;80.9;0.0051403;55.22;25.104;NaN;20.436;852.34;343.68;0.01;0.66349
15.21;881.16;-4.861;-9.2338;11.365;9.2688;138.8;90.685;165.8;33.159;10.273;0.8047;-23.363;-47.999;9.7837;79.783;0;-4.6909;-1.452;8256.4;0;5.5915;0.01467;1429.1;1402.3;0.33121;0.034451;2073235;0;0.0034224;0.73601;0.0093914;0.45782;0.15804;0.12015;22.099;-44.677;0.026906;0;0;0;0;-0.28138;0.0012489;80.9;0.0051403;55.264;25.139;NaN;20.437;852.35;343.68;0.01;0.66378
15.22;881.11;-4.9533;-9.2283;11.398;9.2641;138.88;90.745;165.9;33.16;10.266;0.81381;-23.363;-47.999;9.7837;80.255;0;-4.8239;-1.4606;8256.4;0;5.5915;0.01467;1429.3;1402.3;0.33429;0.034529;2077909;0;0.0029981;0.73582;0.0081902;0.45763;0.15804;0.12015;22.24;-44.945;0.027023;0;0;0;0;-0.29623;0.0012509;80.9;0.0051403;55.309;25.175;NaN;20.437;852.35;343.68;0.01;0.66405
