# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s);Total velocity (m/s);Total acceleration (m/s);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction ();Lateral velocity (m/s);Lateral acceleration (m/s);Latitude ();Longitude ();Gravitational acceleration (m/s);Angle of attack ();Roll rate (/s);Pitch rate (/s);Yaw rate (/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kgm);Rotational moment of inertia (kgm);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s);Reference length (mm);Reference area (m);Vertical orientation (zenith) ();Lateral orientation (azimuth) ();Wind velocity (m/s);Air temperature (C);Air pressure (Pa);Speed of sound (m/s);Simulation time step (s);Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.044;3.5823;19.731;66.555;19.815;66.841;0.2654;0.2;0.33232;37;1.8304;6.1741;-23.364;-48;9.7864;8.9974;0;0;0;9420.1;1163.6;6.0792;0.014937;NaN;1482.7;NaN;0.057294;3666317;722.36;0.91745;0.71581;0.8326;0.43724;0.15815;0.12043;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0027137;80.9;0.0051403;84.7;37;NaN;26.683;93108;347.47;2e-3;0.56244
1.046;3.6219;19.864;66.852;19.949;67.139;0.26834;0.20221;0.336;37;1.8427;6.2017;-23.364;-48;9.7864;8.9555;0;0;0;9418.6;1162.2;6.0786;0.014936;NaN;1482.6;NaN;0.057676;3690757;725.07;0.92885;0.71582;0.83182;0.43724;0.15815;0.12043;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002732;80.9;0.0051403;84.7;37;NaN;26.682;93108;347.47;2e-3;0.56278
1.048;3.6618;19.997;67.15;20.083;67.438;0.27129;0.20443;0.33969;37;1.8551;6.2293;-23.364;-48;9.7864;8.9139;0;0;0;9417.2;1160.7;6.0781;0.014936;NaN;1482.5;NaN;0.058059;3715307;727.78;0.94036;0.71583;0.83104;0.43724;0.15815;0.12044;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0027504;80.9;0.0051403;84.7;37;NaN;26.682;93107;347.47;2e-3;0.56311
1.05;3.7019;20.132;67.447;20.218;67.737;0.27426;0.20667;0.34342;37;1.8676;6.2569;-23.364;-48;9.7864;8.8726;0;0;0;9415.7;1159.3;6.0776;0.014936;NaN;1482.4;NaN;0.058445;3.74e6;730.5;0.952;0.71583;0.83026;0.43724;0.15815;0.12044;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0027689;80.9;0.0051403;84.7;37;NaN;26.682;93107;347.47;2e-3;0.56347
1.052;3.7423;20.267;67.745;20.354;68.036;0.27726;0.20893;0.34716;37;1.8801;6.2845;-23.364;-48;9.7864;8.8134;0;0;0;9414.2;1157.8;6.077;0.014935;NaN;1482.3;NaN;0.05883;3764613;733.21;0.9633;0.71584;0.82915;0.43723;0.15816;0.12045;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0027874;80.9;0.0051403;84.7;37;NaN;26.682;93107;347.47;2e-3;0.5638
1.054;3.783;20.402;68.043;20.49;68.335;0.28027;0.2112;0.35094;37;1.8927;6.3121;-23.364;-48;9.7864;8.7548;0;0;0;9412.8;1156.3;6.0765;0.014935;NaN;1482.2;NaN;0.059217;3789372;735.92;0.97472;0.71585;0.82805;0.43723;0.15816;0.12046;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0028061;80.9;0.0051403;84.7;37;NaN;26.681;93106;347.47;2e-3;0.56412
1.056;3.8239;20.538;68.341;20.626;68.634;0.2833;0.21348;0.35473;37;1.9053;6.3398;-23.364;-48;9.7864;8.6967;0;0;0;9411.3;1154.9;6.0759;0.014935;NaN;1482.1;NaN;0.059606;3814243;738.64;0.98625;0.71585;0.82696;0.43723;0.15816;0.12046;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0028248;80.9;0.0051403;84.7;37;NaN;26.681;93106;347.47;2e-3;0.56448
1.058;3.8651;20.675;68.639;20.764;68.933;0.28636;0.21579;0.35856;37;1.918;6.3674;-23.364;-48;9.7864;8.6391;0;0;0;9409.8;1153.4;6.0754;0.014934;NaN;1482;NaN;0.059997;3839227;741.35;0.99791;0.71586;0.82587;0.43723;0.15816;0.12047;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0028436;80.9;0.0051403;84.7;37;NaN;26.681;93106;347.47;2e-3;0.56481
1.06;3.9066;20.812;68.937;20.902;69.233;0.28943;0.2181;0.36241;37;1.9307;6.3951;-23.364;-48;9.7864;8.582;0;0;0;9408.4;1151.9;6.0748;0.014934;NaN;1482;NaN;0.060389;3864324;744.06;1.0097;0.71586;0.8248;0.43723;0.15817;0.12047;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0028625;80.9;0.0051403;84.7;37;NaN;26.681;93106;347.47;2e-3;0.56515
1.062;3.9484;20.95;69.235;21.04;69.532;0.29252;0.22043;0.36628;37;1.9435;6.4227;-23.364;-48;9.7864;8.5254;0;0;0;9406.9;1150.5;6.0743;0.014934;NaN;1481.9;NaN;0.060783;3889534;746.77;1.0216;0.71587;0.82373;0.43722;0.15817;0.12048;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0028814;80.9;0.0051403;84.7;37;NaN;26.681;93105;347.47;2e-3;0.56548
1.064;3.9904;21.089;69.432;21.179;69.731;0.29564;0.22278;0.37018;37;1.9563;6.4411;-23.364;-48;9.7864;8.4693;0;0;0;9405.5;1149;6.0737;0.014933;NaN;1481.8;NaN;0.061179;3914856;748.54;1.0336;0.71588;0.82268;0.43722;0.15817;0.12049;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029005;80.9;0.0051403;84.7;37;NaN;26.68;93105;347.47;2e-3;0.56582
1.066;4.0327;21.228;69.53;21.319;69.829;0.29877;0.22514;0.37411;37;1.9692;6.4501;-23.364;-48;9.7864;8.4138;0;0;0;9404;1147.5;6.0732;0.014933;NaN;1481.7;NaN;0.061576;3940254;749.35;1.0457;0.71589;0.82163;0.43722;0.15817;0.12049;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029196;80.9;0.0051403;84.7;37;NaN;26.68;93105;347.47;2e-3;0.56616
1.068;4.0753;21.367;69.628;21.458;69.927;0.30193;0.22752;0.37806;37;1.9821;6.4592;-23.364;-48;9.7864;8.3589;0;0;0;9402.5;1146;6.0726;0.014933;NaN;1481.6;NaN;0.061973;3965691;750.17;1.0579;0.71589;0.8206;0.43722;0.15818;0.1205;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029387;80.9;0.0051403;84.7;37;NaN;26.68;93104;347.47;2e-3;0.56651
1.07;4.1182;21.506;69.726;21.598;70.025;0.30511;0.22991;0.38203;37;1.995;6.4683;-23.364;-48;9.7864;8.3046;0;0;0;9401;1144.5;6.0721;0.014932;NaN;1481.5;NaN;0.062372;3991168;750.99;1.0702;0.7159;0.81958;0.43721;0.15818;0.12051;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029579;80.9;0.0051403;84.7;37;NaN;26.68;93104;347.47;2e-3;0.56687
1.072;4.1614;21.645;69.824;21.738;70.123;0.3083;0.23232;0.38604;37;2.008;6.4773;-23.364;-48;9.7864;8.2509;0;0;0;9399.5;1143;6.0715;0.014932;NaN;1481.4;NaN;0.062771;4016684;751.8;1.0826;0.71591;0.81857;0.43721;0.15818;0.12051;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029771;80.9;0.0051403;84.7;37;NaN;26.679;93104;347.47;2e-3;0.56721
1.074;4.2048;21.785;69.921;21.879;70.222;0.31152;0.23475;0.39007;37;2.0209;6.4864;-23.364;-48;9.7864;8.1978;0;0;0;9398;1141.5;6.0709;0.014931;NaN;1481.3;NaN;0.06317;4042239;752.62;1.0951;0.71591;0.81758;0.43721;0.15818;0.12052;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0029963;80.9;0.0051403;84.7;37;NaN;26.679;93104;347.47;2e-3;0.56755
1.076;4.2485;21.925;70.019;22.019;70.32;0.31476;0.23719;0.39412;37;2.0339;6.4955;-23.364;-48;9.7864;8.1454;0;0;0;9396.5;1140;6.0704;0.014931;NaN;1481.2;NaN;0.06357;4067833;753.44;1.1077;0.71592;0.81659;0.43721;0.15819;0.12053;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0030155;80.9;0.0051403;84.7;37;NaN;26.679;93103;347.47;2e-3;0.5679
1.078;4.2925;22.065;70.117;22.16;70.418;0.31802;0.23964;0.3982;37;2.0469;6.5046;-23.364;-48;9.7864;8.0935;0;0;0;9395;1138.5;6.0698;0.014931;NaN;1481.1;NaN;0.063971;4093466;754.25;1.1204;0.71593;0.81562;0.43721;0.15819;0.12053;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0030348;80.9;0.0051403;84.7;37;NaN;26.679;93103;347.47;2e-3;0.56835
1.08;4.3368;22.205;70.215;22.301;70.517;0.3213;0.24212;0.40231;37;2.0599;6.5137;-23.364;-48;9.7864;8.0422;0;0;0;9393.5;1137;6.0692;0.01493;NaN;1481.1;NaN;0.064372;4119138;755.07;1.1331;0.71593;0.81466;0.4372;0.15819;0.12054;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0030541;80.9;0.0051403;84.7;37;NaN;26.678;93103;347.47;2e-3;0.56861
1.082;4.3813;22.346;70.313;22.442;70.615;0.3246;0.2446;0.40644;37;2.0729;6.5227;-23.364;-48;9.7864;7.9914;0;0;0;9392;1135.5;6.0687;0.01493;NaN;1481;NaN;0.064774;4144849;755.89;1.146;0.71594;0.81371;0.4372;0.15819;0.12055;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0030734;80.9;0.0051403;84.7;37;NaN;26.678;93102;347.47;2e-3;0.56889
1.084;4.4261;22.486;70.411;22.583;70.713;0.32792;0.24711;0.4106;37;2.086;6.5318;-23.364;-48;9.7864;7.9413;0;0;0;9390.5;1134;6.0681;0.01493;NaN;1480.9;NaN;0.065177;4170600;756.7;1.1589;0.71595;0.81277;0.4372;0.1582;0.12055;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0030927;80.9;0.0051403;84.7;37;NaN;26.678;93102;347.47;2e-3;0.56922
1.086;4.4713;22.627;70.568;22.724;70.871;0.33126;0.24962;0.41479;37;2.0991;6.5464;-23.364;-48;9.7864;7.8916;0;0;0;9389;1132.5;6.0676;0.014929;NaN;1480.8;NaN;0.06558;4196389;758.07;1.172;0.71596;0.81184;0.4372;0.1582;0.12056;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0031121;80.9;0.0051403;84.7;37;NaN;26.678;93102;347.47;2e-3;0.56956
1.088;4.5167;22.768;70.784;22.866;71.088;0.33463;0.25216;0.419;37;2.1122;6.5664;-23.364;-48;9.7864;7.8425;0;0;0;9387.5;1131;6.067;0.014929;NaN;1480.7;NaN;0.065984;4222238;760;1.1851;0.71596;0.81092;0.43719;0.1582;0.12057;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0031315;80.9;0.0051403;84.7;37;NaN;26.677;93101;347.47;2e-3;0.56991
1.09;4.5623;22.91;71;23.008;71.305;0.33801;0.25471;0.42323;37;2.1253;6.5865;-23.364;-48;9.7864;7.7938;0;0;0;9385.9;1129.5;6.0664;0.014929;NaN;1480.6;NaN;0.06639;4248170;761.93;1.1984;0.71597;0.81001;0.43719;0.15821;0.12057;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.003151;80.9;0.0051403;84.7;37;NaN;26.677;93101;347.47;2e-3;0.57027
1.092;4.6083;23.052;71.216;23.151;71.522;0.34142;0.25727;0.4275;37;2.1385;6.6065;-23.364;-48;9.7864;7.7456;0;0;0;9384.4;1128;6.0658;0.014928;NaN;1480.5;NaN;0.066796;4274184;763.85;1.2118;0.71598;0.80911;0.43719;0.15821;0.12058;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0031705;80.9;0.0051403;84.7;37;NaN;26.677;93101;347.47;2e-3;0.57061
1.094;4.6545;23.194;71.432;23.294;71.739;0.34484;0.25986;0.43179;37;2.1517;6.6266;-23.364;-48;9.7864;7.6978;0;0;0;9382.9;1126.4;6.0653;0.014928;NaN;1480.4;NaN;0.067204;4300279;765.78;1.2252;0.71599;0.80822;0.43719;0.15821;0.12059;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0031901;80.9;0.0051403;84.7;37;NaN;26.677;93100;347.46;2e-3;0.57123
1.096;4.7011;23.337;71.648;23.437;71.956;0.34829;0.26245;0.43611;37;2.1649;6.6466;-23.364;-48;9.7864;7.6504;0;0;0;9381.4;1124.9;6.0647;0.014928;NaN;1480.3;NaN;0.067614;4326457;767.71;1.2389;0.71599;0.80734;0.43718;0.15821;0.12059;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0032098;80.9;0.0051403;84.7;37;NaN;26.676;93100;347.46;2e-3;0.57152
1.098;4.7479;23.481;71.865;23.581;72.173;0.35176;0.26507;0.44045;37;2.1782;6.6667;-23.364;-48;9.7864;7.6035;0;0;0;9379.8;1123.4;6.0641;0.014927;NaN;1480.2;NaN;0.068024;4352717;769.63;1.2526;0.716;0.80647;0.43718;0.15822;0.1206;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0032295;80.9;0.0051403;84.7;37;NaN;26.676;93100;347.46;2e-3;0.57184
1.1;4.795;23.624;72.081;23.726;72.391;0.35525;0.2677;0.44482;37;2.1916;6.6868;-23.364;-48;9.7864;7.557;0;0;0;9378.3;1121.9;6.0635;0.014927;NaN;1480.1;NaN;0.068436;4379059;771.56;1.2664;0.71601;0.80561;0.43718;0.15822;0.12061;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0032492;80.9;0.0051403;84.7;37;NaN;26.676;93099;347.46;2e-3;0.57214
1.102;4.8424;23.769;72.297;23.871;72.608;0.35876;0.27034;0.44921;37;2.2049;6.7068;-23.364;-48;9.7864;7.5445;0;0;0;9376.8;1120.3;6.063;0.014927;NaN;1480;NaN;0.068852;4405697;773.48;1.2815;0.71602;0.80539;0.43718;0.15822;0.12062;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0032691;80.9;0.0051403;84.7;37;NaN;26.676;93099;347.46;2e-3;0.57246
1.104;4.8901;23.913;72.514;24.016;72.825;0.36229;0.27301;0.45364;37;2.2184;6.7269;-23.364;-48;9.7864;7.532;0;0;0;9375.2;1118.8;6.0624;0.014926;NaN;1479.9;NaN;0.06927;4432413;775.41;1.2968;0.71603;0.80516;0.43717;0.15823;0.12062;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.003289;80.9;0.0051403;84.7;37;NaN;26.675;93099;347.46;2e-3;0.57271
1.106;4.938;24.058;72.73;24.161;73.042;0.36585;0.27568;0.45809;37;2.2318;6.747;-23.364;-48;9.7864;7.5196;0;0;0;9373.7;1117.3;6.0618;0.014926;NaN;1479.8;NaN;0.069689;4459210;777.34;1.3121;0.71603;0.80494;0.43717;0.15823;0.12063;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0033089;80.9;0.0051403;84.7;37;NaN;26.675;93098;347.46;2e-3;0.57291
1.108;4.9863;24.204;72.946;24.308;73.259;0.36942;0.27838;0.46257;37;2.2453;6.767;-23.364;-48;9.7864;7.5072;0;0;0;9372.2;1115.7;6.0612;0.014926;NaN;1479.8;NaN;0.070109;4486085;779.26;1.3276;0.71604;0.80472;0.43717;0.15823;0.12064;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0033289;80.9;0.0051403;84.7;37;NaN;26.675;93098;347.46;2e-3;0.57311
1.11;5.0349;24.35;73.161;24.454;73.475;0.37302;0.28109;0.46707;37;2.2588;6.7869;-23.364;-48;9.7864;7.4947;0;0;0;9370.6;1114.2;6.0607;0.014925;NaN;1479.7;NaN;0.070531;4513040;781.17;1.3433;0.71605;0.80449;0.43717;0.15824;0.12065;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.003349;80.9;0.0051403;84.7;37;NaN;26.675;93098;347.46;2e-3;0.57331
1.112;5.0837;24.496;73.376;24.601;73.691;0.37664;0.28382;0.4716;37;2.2724;6.8069;-23.364;-48;9.7864;7.4823;0;0;0;9369;1112.6;6.0601;0.014925;NaN;1479.6;NaN;0.070953;4540074;783.08;1.359;0.71606;0.80427;0.43716;0.15824;0.12065;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0033691;80.9;0.0051403;84.7;37;NaN;26.674;93097;347.46;2e-3;0.57355
1.114;5.1328;24.643;73.591;24.749;73.907;0.38028;0.28656;0.47616;37;2.286;6.8268;-23.364;-48;9.7864;7.47;0;0;0;9367.5;1111;6.0595;0.014924;NaN;1479.5;NaN;0.071377;4567186;784.99;1.3749;0.71607;0.80405;0.43716;0.15824;0.12066;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0033893;80.9;0.0051403;84.7;37;NaN;26.674;93097;347.46;2e-3;0.57386
1.116;5.1823;24.79;73.807;24.896;74.123;0.38394;0.28932;0.48074;37;2.2997;6.8468;-23.364;-48;9.7864;7.4576;0;0;0;9365.9;1109.5;6.0589;0.014924;NaN;1479.4;NaN;0.071802;4594378;786.9;1.391;0.71608;0.80383;0.43716;0.15825;0.12067;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0034095;80.9;0.0051403;84.7;37;NaN;26.674;93097;347.46;2e-3;0.57415
1.118;5.232;24.938;74.022;25.045;74.34;0.38762;0.2921;0.48536;37;2.3134;6.8668;-23.364;-48;9.7864;7.4452;0;0;0;9364.3;1107.9;6.0583;0.014924;NaN;1479.3;NaN;0.072229;4621649;788.81;1.4072;0.71608;0.80361;0.43716;0.15825;0.12068;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0034299;80.9;0.0051403;84.7;37;NaN;26.674;93096;347.46;2e-3;0.57443
1.12;5.282;25.086;74.237;25.193;74.556;0.39133;0.29489;0.49;37;2.3271;6.8868;-23.364;-48;9.7864;7.4329;0;0;0;9362.8;1106.3;6.0577;0.014923;NaN;1479.2;NaN;0.072656;4648999;790.72;1.4235;0.71609;0.80339;0.43715;0.15825;0.12069;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0034502;80.9;0.0051403;84.7;37;NaN;26.673;93096;347.46;2e-3;0.57471
1.122;5.3323;25.234;74.453;25.342;74.773;0.39506;0.2977;0.49467;37;2.3409;6.9068;-23.364;-48;9.7864;7.4206;0;0;0;9361.2;1104.7;6.0571;0.014923;NaN;1479.1;NaN;0.073085;4676427;792.63;1.4399;0.7161;0.80317;0.43715;0.15826;0.12069;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0034706;80.9;0.0051403;84.7;37;NaN;26.673;93096;347.46;2e-3;0.57501
1.124;5.383;25.383;74.668;25.492;74.989;0.39881;0.30052;0.49936;37;2.3547;6.9268;-23.364;-48;9.7864;7.4083;0;0;0;9359.6;1103.2;6.0565;0.014923;NaN;1479;NaN;0.073515;4703935;794.54;1.4565;0.71611;0.80295;0.43715;0.15826;0.1207;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0034911;80.9;0.0051403;84.7;37;NaN;26.673;93095;347.46;2e-3;0.57527
1.126;5.4339;25.532;74.884;25.642;75.206;0.40258;0.30337;0.50409;37;2.3686;6.9468;-23.364;-48;9.7864;7.396;0;0;0;9358;1101.6;6.0559;0.014922;NaN;1478.9;NaN;0.073947;4731522;796.45;1.4733;0.71612;0.80273;0.43715;0.15826;0.12071;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0035117;80.9;0.0051403;84.7;37;NaN;26.673;93095;347.46;2e-3;0.57552
1.128;5.4851;25.682;75.1;25.792;75.422;0.40637;0.30623;0.50884;37;2.3825;6.9668;-23.364;-48;9.7864;7.3838;0;0;0;9356.5;1100;6.0553;0.014922;NaN;1478.8;NaN;0.074379;4759189;798.36;1.4901;0.71613;0.80251;0.43714;0.15827;0.12072;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0035323;80.9;0.0051403;84.7;37;NaN;26.672;93095;347.46;2e-3;0.57575
1.13;5.5366;25.832;75.29;25.943;75.613;0.41019;0.3091;0.51362;37;2.3964;6.9844;-23.364;-48;9.7864;7.3715;0;0;0;9354.9;1098.5;6.0547;0.014922;NaN;1478.7;NaN;0.074813;4786934;800.02;1.5071;0.71614;0.80229;0.43714;0.15827;0.12073;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0035529;80.9;0.0051403;84.7;37;NaN;26.672;93094;347.46;2e-3;0.57608
1.132;5.5884;25.983;75.454;26.095;75.778;0.41403;0.31199;0.51842;37;2.4104;6.9997;-23.364;-48;9.7864;7.3593;0;0;0;9353.3;1096.9;6.0541;0.014921;NaN;1478.6;NaN;0.075248;4814749;801.45;1.5243;0.71615;0.80207;0.43714;0.15827;0.12074;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0035736;80.9;0.0051403;84.7;37;NaN;26.672;93094;347.46;2e-3;0.57635
1.134;5.6405;26.134;75.619;26.246;75.943;0.41789;0.3149;0.52326;37;2.4244;7.0149;-23.364;-48;9.7864;7.3472;0;0;0;9351.7;1095.3;6.0535;0.014921;NaN;1478.5;NaN;0.075684;4842625;802.87;1.5416;0.71615;0.80186;0.43713;0.15828;0.12074;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0035944;80.9;0.0051403;84.7;37;NaN;26.671;93093;347.46;2e-3;0.57663
# Event LAUNCHROD occurred at t=1.136 seconds
1.136;5.693;26.285;75.685;26.398;76.116;0.42177;0.31783;0.52812;37;2.4384;8.0934;-23.364;-48;9.7864;7.3351;0;0;0;9350.1;1093.7;6.0529;0.014921;1483;1478.4;0.056457;0.076121;4870560;804.65;1.559;0.71616;0.80164;0.43713;0.15828;0.12075;1.4795;0.083495;3.003e-4;0;0;0;0;0;0.0036152;80.9;0.0051403;84.7;37;NaN;26.671;93093;347.46;3e-3;0.57714
1.139;5.7722;26.512;75.966;26.627;76.399;0.42765;0.32225;0.53547;37;2.4627;8.1215;-23.364;-48;9.7864;7.312;0;3.9638e-4;0;9348.1;1091.6;6.0521;0.01492;1483.3;1478.3;0.06184;0.076777;4912519;807.33;1.5852;0.71618;0.80123;0.43713;0.15828;0.12077;1.4729;0.090764;3.4119e-4;0;0;0;0;0;0.0036466;80.9;0.0051403;84.7;37;NaN;26.671;93093;347.46;0.0045;0.57746
1.1435;5.8922;26.855;76.388;26.971;76.823;0.43657;0.32897;0.54664;36.999;2.4993;8.1637;-23.364;-48;9.7864;7.2777;0;0.0010717;-3.0619e-7;9345.1;1088.6;6.051;0.014919;1483.7;1478.1;0.069887;0.077765;4975707;811.34;1.625;0.7162;0.80062;0.43712;0.15829;0.12079;1.463;0.10238;-3.5295e-4;0;0;0;0;0;0.0036938;80.9;0.0051403;84.7;37;NaN;26.67;93092;347.46;0.00675;0.57774
1.1503;6.0752;27.371;77.019;27.49;77.457;0.4502;0.33922;0.56369;36.997;2.5544;8.2267;-23.364;-48;9.7864;7.2241;0;0.0022758;-3.8242e-6;9340.5;1084.1;6.0493;0.014918;1484.5;1477.8;0.082361;0.079255;5071036;817.26;1.6858;0.71623;0.79966;0.43711;0.15831;0.12082;1.4476;0.11883;4.1786e-4;0;0;0;0;1.2243e-8;0.003765;80.9;0.0051403;84.7;37;NaN;26.669;93090;347.46;0.01;0.57801
1.1603;6.3528;28.143;77.937;28.266;78.379;0.47096;0.3548;0.58965;36.992;2.6368;8.3146;-23.364;-48;9.7864;7.0407;0;0.0046909;-1.2335e-5;9333.7;1077.3;6.0467;0.014917;1487;1477.4;0.11841;0.081472;5212788;824.23;1.774;0.71628;0.79633;0.43709;0.15832;0.12086;1.3952;0.16483;1.4368e-4;0;0;0;0;4.9226e-8;0.0038715;80.9;0.0051403;84.7;37;NaN;26.668;93088;347.46;0.01;0.57827
1.1703;6.6381;28.922;78.81;29.05;79.256;0.4924;0.37085;0.61643;36.985;2.72;8.3983;-23.364;-48;9.7864;6.8649;0;0.0080295;-2.1862e-5;9325.6;1069.1;6.0436;0.014915;1489.4;1476.9;0.15496;0.083713;5356105;831.78;1.8654;0.71633;0.79316;0.43708;0.15834;0.12091;1.3458;0.20842;-5.8182e-5;0;0;0;0;1.3661e-7;0.0039792;80.9;0.0051403;84.7;37.001;NaN;26.666;93086;347.46;0.01;0.57855
1.1803;6.9313;29.711;80.022;29.843;80.474;0.51452;0.38739;0.64405;36.976;2.804;8.5136;-23.364;-48;9.7864;6.6961;0;0.012325;-4.3316e-5;9317.3;1060.9;6.0405;0.014913;1491.8;1476.4;0.19105;0.08598;5501070;842.49;1.9603;0.71639;0.79015;0.43706;0.15836;0.12096;1.2991;0.24786;3.631e-4;0;0;0;0;3.0515e-7;0.004088;80.9;0.0051403;84.7;37.002;NaN;26.664;93084;347.46;0.01;0.57875
1.1903;7.2324;30.512;81.254;30.649;81.711;0.53734;0.40441;0.67252;36.965;2.8891;8.6305;-23.364;-48;9.7864;6.5333;0;0.0176;-7.099e-5;9308.9;1052.5;6.0373;0.014911;1494.2;1475.9;0.22685;0.088283;5648304;853.35;2.0592;0.71644;0.78728;0.43704;0.15839;0.12101;1.2547;0.28499;-1.5708e-4;0;0;0;0;5.9019e-7;0.0041985;80.9;0.0051403;84.7;37.003;NaN;26.663;93082;347.46;0.01;0.57896
1.2003;7.5416;31.325;82.018;31.466;82.479;0.56086;0.42192;0.70184;36.953;2.9755;8.7041;-23.364;-48;9.7864;6.3752;0;0.023885;-1.1821e-4;9300.5;1044.1;6.0341;0.014909;1496.6;1475.3;0.26249;0.090622;5797836;859.82;2.1621;0.7165;0.78452;0.43703;0.15841;0.12107;1.2121;0.31813;2.2295e-4;0;0;0;0;1.0315e-6;0.0043107;80.9;0.0051403;84.7;37.005;NaN;26.661;93080;347.46;0.01;0.57917
1.2103;7.859;32.146;82.634;32.292;83.098;0.58509;0.43993;0.73203;36.94;3.0626;8.7624;-23.364;-48;9.7864;6.1914;0;0.031248;-1.777e-4;9292;1035.6;6.0308;0.014907;1499.4;1474.8;0.30368;0.09298;5948612;864.89;2.2668;0.71656;0.78133;0.43701;0.15843;0.12112;1.1634;0.35377;1.9244e-5;0;0;0;0;1.6772e-6;0.004424;80.9;0.0051403;84.7;37.007;NaN;26.659;93078;347.45;0.01;0.57939
1.2203;8.1845;32.973;83.21;33.123;83.676;0.61003;0.45844;0.76309;36.925;3.1502;8.8169;-23.364;-48;9.7864;6.0155;0;0.039762;-2.5828e-4;9283.4;1027;6.0275;0.014905;1502.1;1474.3;0.34431;0.095357;6100575;869.57;2.3749;0.71662;0.77833;0.43699;0.15845;0.12118;1.1176;0.38492;3.6247e-4;0;0;0;0;2.582e-6;0.0045381;80.9;0.0051403;84.701;37.011;NaN;26.658;93076;347.45;0.01;0.57965
