Time [s],Altitude [ft.],Altitude [m],Pressure [mBar],Velocity [m/s],Temperature [°C],Events,Voltages [V]
0,0.00004,0.000,858.7,0,36.5,-,8.829249
0.05,1.903136,0.580,858.5,1.814286,36.5,-,8.829249
0.1,3.806591,1.160,858.3,3.628572,36.5,-,8.829249
0.15,6.662157,2.031,858,6.342743,36.5,-,8.829249
0.2,10.47122,3.192,857.6,9.971314,36.5,-,8.829249
0.25,13.32868,4.063,857.3,12.68549,36.5,-,8.829249
0.3,16.18694,4.934,857,15.41417,36.5,-,8.829249
0.35,19.9996,6.096,856.6,19.04274,36.5,-,8.829249
0.4,24.76717,7.549,856.1,23.58571,36.5,-,8.829249
0.45,28.5825,8.712,855.7,27.21428,36.5,-,8.829249
0.5,33.35413,10.166,855.2,31.75726,36.5,-,8.829249
0.55,37.17329,11.330,854.8,35.40034,36.5,-,8.829249
0.6,44.81538,13.660,854,42.672,36.5,-,8.829249
0.65,50.55061,15.408,853.4,48.12937,36.5,-,8.829249
0.7,56.28968,17.157,852.8,53.60126,36.5,-,8.829249
0.75,61.07445,18.615,852.3,58.15874,36.5,-,8.829249
0.8,67.77706,20.658,851.6,64.54503,36.5,-,8.829249
0.85,73.52538,22.411,851,70.01691,36.5,-,8.829249
0.9,80.23628,24.456,850.3,76.4032,36.5,-,8.829249
0.95,86.95166,26.503,849.6,82.80399,36.5,-,8.829249
1,95.5918,29.136,848.7,91.03359,36.5,-,8.829249
1.05,102.3174,31.186,848,97.43439,36.5,-,8.829249
1.1,110.9714,33.824,847.1,103.8642,36.5,-,8.829249
1.15,119.6322,36.464,846.2,110.2941,36.5,-,8.829249
1.2,128.301,39.106,845.3,115.8385,36.5,-,8.829249
1.25,136.9767,41.750,844.4,120.4686,36.5,-,8.829249
1.3,146.6256,44.691,843.4,126.9419,36.5,-,8.829249
1.35,156.2838,47.635,842.4,133.4153,36.5,-,8.829249
1.4,164.9843,50.287,841.5,138.0744,36.5,-,8.829249
1.45,172.7241,52.646,840.7,140.9047,36.5,-,8.829249
1.5,182.4073,55.598,839.7,146.4927,36.5,-,8.848697
1.55,192.1,58.552,838.7,151.1808,36.5,-,8.848697
1.6,205.6856,62.693,837.3,160.4699,36.5,-,8.848697
1.65,220.2618,67.136,835.8,167.0739,36.5,-,8.848697
1.7,234.8592,71.585,834.3,175.5212,36.5,-,8.848697
1.75,247.5274,75.446,833,182.1107,36.5,-,8.848697
1.8,261.1883,79.610,831.6,190.5581,36.5,-,8.848697
1.85,274.8672,83.780,830.2,197.2056,36.5,-,8.848697
1.9,288.5655,87.955,828.8,204.782,36.5,-,8.848697
1.95,303.2628,92.435,827.3,212.3875,36.5,-,8.848697
2,317.9816,96.921,825.8,220.0075,36.5,-,8.848697
2.05,329.7724,100.515,824.6,223.012,36.5,-,8.848697
2.1,343.5453,104.713,823.2,229.7321,36.5,-,8.848697
2.15,356.3518,108.616,821.9,233.68,36.5,-,8.848697
2.2,371.149,113.126,820.4,239.5292,36.5,-,8.848697
2.25,384.9796,117.342,819,244.4496,36.5,-,8.848697
2.3,398.8295,121.563,817.6,249.3845,36.5,-,8.848697
2.35,410.7154,125.186,816.4,251.5181,36.5,-,8.848697
2.4,422.6161,128.813,815.2,253.6517,36.5,-,8.848697
2.45,435.5243,132.748,813.9,257.6576,36.5,-,8.848697
2.5,450.4392,137.294,812.4,264.4938,36.5,-,8.848697
2.55,463.384,141.239,811.1,267.5999,36.5,-,8.848697
2.6,475.347,144.886,809.9,269.7625,36.5,-,8.848697
2.65,487.325,148.537,808.7,268.2385,36.5,-,8.848697
2.7,501.3177,152.802,807.3,267.687,36.5,-,8.848697
2.75,515.3293,157.072,805.9,267.1209,36.5,-,8.848697
2.8,529.3614,161.349,804.5,268.4272,36.5,-,8.848697
2.85,542.4084,165.326,803.2,267.8466,36.5,-,8.848697
2.9,556.4787,169.615,801.8,268.2095,36.5,-,8.848697
2.95,567.5474,172.988,800.7,265.6985,36.5,-,8.848697
3,580.6447,176.981,799.4,264.1745,36.5,-,8.848697
3.05,592.7501,180.670,798.2,261.678,36.5,-,8.848697
3.1,604.8702,184.364,797,261.9828,36.5,-,8.848697
3.15,617.005,188.063,795.8,260.4153,36.5,-,8.848697
3.2,630.1676,192.075,794.5,260.7636,36.5,-,8.848697
3.25,643.3476,196.092,793.2,259.2251,36.5,-,8.848697
3.3,656.5451,200.115,791.9,258.6155,36.5,-,8.848697
3.35,668.7433,203.833,790.7,257.0335,36.5,-,8.848697
3.4,682.9935,208.176,789.3,259.2832,36.5,-,8.848697
3.45,694.2041,211.593,788.2,258.63,36.5,-,8.848697
3.5,707.4694,215.637,786.9,258.9639,36.5,-,8.848697
3.55,717.6857,218.751,785.9,254.479,36.5,-,8.848697
3.6,729.9592,222.492,784.7,253.8403,36.5,-,8.848697
3.65,743.2725,226.549,783.4,255.1321,36.5,-,8.848697
3.7,755.5778,230.300,782.2,255.4369,36.5,-,8.848697
3.75,766.8713,233.742,781.1,252.8679,36.5,-,8.848697
3.8,779.2054,237.502,779.9,251.2713,36.5,-,8.848697
3.85,791.5554,241.266,778.7,249.6602,36.5,-,8.848697
3.9,804.9518,245.349,777.4,249.994,36.5,-,8.848697
3.95,817.3339,249.123,776.2,248.383,36.5,-,8.848697
4,828.6982,252.587,775.1,248.6732,36.5,-,8.848697
4.05,840.0748,256.055,774,247.0331,36.5,-,8.848697
4.1,852.5011,259.842,772.8,247.3379,36.5,-,8.848697
4.15,863.9052,263.318,771.7,246.6558,36.5,-,8.848697
4.2,876.3615,267.115,770.5,246.9606,36.5,-,8.848697
4.25,886.7536,270.282,769.5,244.319,36.5,-,8.848697
4.3,898.1973,273.771,768.4,242.6643,36.5,-,8.848697
4.35,909.6549,277.263,767.3,241.0097,36.5,-,8.848697
4.4,923.2123,281.395,766,242.316,36.5,-,8.848697
4.45,935.7437,285.215,764.8,240.6759,36.5,-,8.848697
4.5,948.2909,289.039,763.6,241.9386,36.5,-,8.848697
4.55,958.759,292.230,762.6,239.2825,36.5,-,8.848697
4.6,969.2382,295.424,761.6,239.5438,36.5,-,8.848697
4.65,978.6788,298.301,760.7,236.8441,36.5,-,8.848697
4.7,991.2808,302.142,759.5,236.1619,36.5,-,8.848697
4.75,1002.846,305.667,758.4,235.4652,36.5,-,8.848697
4.8,1014.426,309.197,757.3,235.741,36.5,-,8.848697
4.85,1023.91,312.088,756.4,233.0269,36.5,-,8.848697
4.9,1033.404,314.982,755.5,230.3127,36.5,-,8.848697
4.95,1043.963,318.200,754.5,227.613,36.5,-,8.848697
5,1055.591,321.744,753.4,226.9018,36.5,-,8.848697
5.05,1067.233,325.293,752.3,227.1631,36.5,-,8.848697
5.1,1079.949,329.168,751.1,228.4403,36.5,-,8.848697
5.15,1089.496,332.078,750.2,225.6971,36.5,-,8.848697
5.2,1101.178,335.639,749.1,225.9729,36.5,-,8.848697
5.25,1110.746,338.555,748.2,223.2297,36.5,-,8.848697
5.3,1124.583,342.773,746.9,226.5099,36.5,-,8.848697
5.35,1137.374,346.672,745.7,227.7872,36.5,-,8.848697
5.4,1149.113,350.250,744.6,228.0484,36.5,-,8.848697
5.45,1157.659,352.854,743.8,223.2733,36.5,-,8.848697
5.5,1167.282,355.788,742.9,220.501,36.5,-,8.868145
5.55,1177.986,359.050,741.9,218.7448,36.5,-,8.868145
5.6,1189.774,362.643,740.8,220.0075,36.5,-,8.868145
5.65,1199.429,365.586,739.9,219.2238,36.5,-,8.868145
5.7,1209.094,368.532,739,219.4415,36.5,-,8.868145
5.75,1218.768,371.480,738.1,216.6547,36.5,-,8.868145
5.8,1228.452,374.432,737.2,214.855,36.5,-,8.868145
5.85,1238.145,377.387,736.3,213.0552,36.5,-,8.868145
5.9,1248.927,380.673,735.3,214.2889,36.5,-,8.868145
5.95,1258.64,383.633,734.4,214.4921,36.5,-,8.868145
6,1268.363,386.597,733.5,213.6938,36.5,-,8.868145
6.05,1277.014,389.234,732.7,210.8635,36.5,-,8.868145
6.1,1288.922,392.863,731.6,211.1103,36.5,-,8.868145
6.15,1299.759,396.167,730.6,209.325,36.5,-,8.868145
6.2,1310.609,399.474,729.6,210.5732,36.5,-,8.868145
6.25,1319.297,402.122,728.8,207.7139,36.5,-,8.868145
6.3,1330.169,405.436,727.8,208.9476,36.5,-,8.868145
6.35,1339.963,408.421,726.9,205.1014,36.5,-,8.868145
6.4,1349.767,411.409,726,202.2566,36.5,-,8.868145
6.45,1359.582,414.401,725.1,200.4278,36.5,-,8.868145
6.5,1371.59,418.061,724,203.7225,36.5,-,8.868145
6.55,1380.333,420.725,723.2,202.8952,36.5,-,8.868145
6.6,1391.272,424.060,722.2,203.1274,36.5,-,8.868145
6.65,1398.938,426.396,721.5,199.194,36.5,-,8.868145
6.7,1408.802,429.403,720.6,199.3828,36.5,-,8.868145
6.75,1418.675,432.412,719.7,199.5859,36.5,-,8.868145
6.8,1427.46,435.090,718.9,198.7296,36.5,-,8.868145
6.85,1436.253,437.770,718.1,197.8878,36.5,-,8.868145
6.9,1447.256,441.124,717.1,199.136,36.5,-,8.868145
6.95,1456.067,443.809,716.3,197.2637,36.5,-,8.868145
7,1465.988,446.833,715.4,197.4668,36.5,-,8.868145
7.05,1474.816,449.524,714.6,196.6105,36.5,-,8.868145
7.1,1484.757,452.554,713.7,197.8297,36.5,-,8.868145
7.15,1493.602,455.250,712.9,194.9123,36.5,-,8.868145
7.2,1503.562,458.286,712,194.085,36.5,-,8.868145
7.25,1513.533,461.325,711.1,193.2432,36.5,-,8.868145
7.3,1523.513,464.367,710.2,194.4769,36.5,-,8.868145
7.35,1533.504,467.412,709.3,193.6496,36.5,-,8.868145
7.4,1543.504,470.460,708.4,193.8383,36.5,-,8.868145
7.45,1551.29,472.833,707.7,191.9224,36.5,-,8.868145
7.5,1560.196,475.548,706.9,191.0515,36.5,-,8.848697
7.55,1570.224,478.604,706,189.1647,36.5,-,8.848697
7.6,1580.264,481.664,705.1,190.3984,36.5,-,8.848697
7.65,1589.196,484.387,704.3,188.4825,36.5,-,8.848697
7.7,1598.136,487.112,703.5,189.7017,36.5,-,8.848697
7.75,1605.966,489.498,702.8,187.7713,36.5,-,8.848697
7.8,1614.921,492.228,702,186.9005,36.5,-,8.848697
7.85,1622.765,494.619,701.3,186.0151,36.5,-,8.848697
7.9,1631.736,497.353,700.5,186.1892,36.5,-,8.848697
7.95,1640.715,500.090,699.7,184.2589,36.5,-,8.848697
8,1650.828,503.172,698.8,185.5071,36.5,-,8.848697
8.05,1658.7,505.572,698.1,183.5622,36.5,-,8.848697
8.1,1667.704,508.316,697.3,183.7363,36.5,-,8.848697
8.15,1676.717,511.063,696.5,182.851,36.5,-,8.848697
8.2,1684.611,513.469,695.8,181.9511,36.5,-,8.848697
8.25,1692.511,515.877,695.1,179.9771,36.5,-,8.848697
8.3,1701.547,518.632,694.3,179.0918,36.5,-,8.848697
8.35,1709.46,521.043,693.6,177.1178,36.5,-,8.848697
8.4,1718.512,523.802,692.8,176.2179,36.5,-,8.848697
8.45,1726.44,526.219,692.1,174.244,36.5,-,8.848697
8.5,1735.507,528.983,691.3,175.4632,36.5,-,8.848697
8.55,1743.449,531.403,690.6,174.5488,36.5,-,8.829249
8.6,1751.396,533.826,689.9,172.5603,36.5,-,8.829249
8.65,1759.351,536.250,689.2,170.5719,36.5,-,8.829249
8.7,1767.312,538.677,688.5,169.643,36.5,-,8.829249
8.75,1775.28,541.105,687.8,168.7141,36.5,-,8.829249
8.8,1784.393,543.883,687,169.9332,36.5,-,8.829249
8.85,1792.375,546.316,686.3,169.0043,36.5,-,8.829249
8.9,1800.363,548.751,685.6,169.135,36.5,-,8.829249
8.95,1809.5,551.536,684.8,169.2946,36.5,-,8.829249
9,1817.503,553.975,684.1,168.3657,36.5,-,8.829249
9.05,1825.511,556.416,683.4,166.3482,36.5,-,8.829249
9.1,1833.527,558.859,682.7,166.4789,36.5,-,8.829249
9.15,1841.55,561.304,682,165.5354,36.5,-,8.829249
9.2,1850.726,564.101,681.2,165.6951,36.5,-,8.829249
9.25,1857.615,566.201,680.6,164.7371,36.5,-,8.829249
9.3,1866.806,569.002,679.8,165.9709,36.5,-,8.829249
9.35,1876.007,571.807,679,166.1305,36.5,-,8.829249
9.4,1884.065,574.263,678.3,166.2757,36.5,-,8.829249
9.45,1892.129,576.721,677.6,165.3322,36.5,-,8.829249
9.5,1900.2,579.181,676.9,165.4774,36.5,-,8.848697
9.55,1908.278,581.643,676.2,164.5339,36.5,-,8.848697
9.6,1916.363,584.107,675.5,164.6791,36.5,-,8.848697
9.65,1924.454,586.574,674.8,164.8242,36.5,-,8.848697
9.7,1932.553,589.042,674.1,164.9548,36.5,-,8.848697
9.75,1940.657,591.512,673.4,165.1,36.5,-,8.848697
9.8,1948.769,593.985,672.7,165.2306,36.5,-,8.848697
9.85,1958.048,596.813,671.9,165.3903,36.5,-,8.848697
9.9,1966.175,599.290,671.2,165.5209,36.5,-,8.848697
9.95,1974.309,601.769,670.5,165.666,36.5,-,8.848697
10,1983.612,604.605,669.7,165.8112,36.5,-,8.848697
10.05,1992.925,607.444,668.9,167.0594,36.5,-,8.848697
10.1,2002.248,610.285,668.1,168.3222,36.5,-,8.848697
10.15,2011.578,613.129,667.3,169.5704,36.5,-,8.848697
10.2,2020.918,615.976,666.5,170.8331,36.5,-,8.848697
10.25,2031.437,619.182,665.6,172.1104,36.5,-,8.848697
10.3,2040.796,622.035,664.8,174.4617,36.5,-,8.848697
10.35,2048.993,624.533,664.1,173.5183,36.5,-,8.848697
10.4,2056.024,626.676,663.5,171.4427,36.5,-,8.848697
10.45,2065.407,629.536,662.7,172.7055,36.5,-,8.848697
10.5,2077.149,633.115,661.7,176.2034,36.5,-,8.848697
10.55,2091.259,637.416,660.5,181.9511,36.5,-,8.848697
10.6,2111.282,643.519,658.8,193.3303,36.5,-,8.848697
10.65,2130.167,649.275,657.2,203.6064,36.5,-,8.848697
10.7,2156.193,657.208,655,220.6897,36.5,-,8.848697
10.75,2176.354,663.353,653.3,232.185,36.5,-,8.848697
10.8,2181.103,664.800,652.9,228.9919,36.5,-,8.848697
10.85,2182.291,665.162,652.8,222.4024,36.5,-,8.848697
10.9,2183.479,665.524,652.7,214.6953,36.5,-,8.848697
10.95,2179.915,664.438,653,203.5628,36.5,-,8.848697
11,2171.606,661.906,653.7,187.9019,36.5,-,8.848697
11.05,2166.861,660.459,654.1,174.5343,36.5,-,8.848697
11.1,2159.748,658.291,654.7,158.8879,36.5,-,8.848697
11.15,2152.64,656.125,655.3,143.2415,36.5,-,8.848697
11.2,2152.64,656.125,655.3,134.3587,36.5,-,8.848697
11.25,2159.748,658.291,654.7,132.2251,36.5,-,8.848697
11.3,2168.047,660.821,654,130.1206,36.5,-,8.848697
11.35,2175.166,662.991,653.4,127.987,36.5,-,8.848697
11.4,2183.479,665.524,652.7,128.0886,36.5,-,8.848697
11.45,2189.421,667.336,652.2,127.0581,36.5,-,8.848697
11.5,2192.987,668.422,651.9,121.5136,36.5,-,8.829249
11.55,2194.177,668.785,651.8,111.4697,36.5,-,8.829249
11.6,2195.366,669.148,651.7,99.1616,36.5,-,8.829249
11.65,2197.746,669.873,651.5,82.35406,36.5,-,8.829249
11.7,2202.506,671.324,651.1,68.89931,36.5,-,8.829249
11.75,2208.46,673.139,650.6,49.784,36.5,-,8.829249
11.8,2215.609,675.318,650,37.3888,36.5,-,8.829249
11.85,2222.764,677.498,649.4,39.66754,36.5,-,8.829249
11.9,2229.924,679.681,648.8,45.35714,36.5,-,8.829249
11.95,2235.895,681.501,648.3,49.91463,36.5,-,8.829249
12,2241.87,683.322,647.8,59.00057,36.5,-,8.829249
12.05,2246.651,684.779,647.4,71.46835,36.5,-,8.829249
12.1,2250.24,685.873,647.1,79.39314,36.5,-,8.829249
12.15,2252.633,686.603,646.9,88.45006,36.5,-,8.829249
12.2,2256.224,687.697,646.6,98.63908,36.5,-,8.829249
12.25,2259.816,688.792,646.3,102.0645,36.5,-,8.829249
12.3,2265.805,690.617,645.8,101.0049,36.5,-,8.829249
12.35,2271.799,692.444,645.3,98.79874,36.5,-,8.829249
12.4,2280.196,695.004,644.6,100.0179,36.5,-,8.829249
12.45,2287.399,697.199,644,98.97292,36.5,-,8.829249
12.5,2293.406,699.030,643.5,99.03097,36.5,-,8.829249
12.55,2300.618,701.228,642.9,102.4999,36.5,-,8.829249
12.6,2304.228,702.329,642.6,104.8077,36.5,-,8.829249
12.65,2307.838,703.429,642.3,107.1154,36.5,-,8.829249
12.7,2311.449,704.530,642,108.2911,36.5,-,8.829249
12.75,2315.062,705.631,641.7,107.2025,36.5,-,8.829249
12.8,2321.086,707.467,641.2,107.2606,36.5,-,8.829249
12.85,2327.114,709.304,640.7,106.201,36.5,-,8.829249
12.9,2334.353,711.511,640.1,106.2881,36.5,-,8.829249
12.95,2341.597,713.719,639.5,106.3607,36.5,-,8.829249
13,2350.056,716.297,638.8,108.7265,36.5,-,8.829249
13.05,2357.312,718.509,638.2,109.9457,36.5,-,8.829249
13.1,2365.784,721.091,637.5,113.4582,36.5,-,8.829249
13.15,2371.841,722.937,637,115.8095,36.5,-,8.829249
13.2,2377.901,724.784,636.5,119.3074,36.5,-,8.829249
13.25,2382.752,726.263,636.1,120.4976,36.5,-,8.829249
13.3,2386.392,727.372,635.8,120.5411,36.5,-,8.829249
13.35,2391.247,728.852,635.4,119.4671,36.5,-,8.829249
13.4,2397.32,730.703,634.9,119.5397,36.5,-,8.829249
13.45,2402.181,732.185,634.5,116.1723,36.5,-,8.829249
13.5,2409.477,734.409,633.9,116.2594,36.5,-,8.829249
13.55,2415.561,736.263,633.4,116.332,36.5,-,8.829249
13.6,2421.649,738.119,632.9,115.2579,36.5,-,8.829249
13.65,2427.741,739.975,632.4,117.6238,36.5,-,8.829249
13.7,2435.057,742.205,631.8,121.1507,36.5,-,8.829249
13.75,2441.158,744.065,631.3,123.5166,36.5,-,8.829249
13.8,2449.706,746.670,630.6,128.2192,36.5,-,8.829249
13.85,2460.706,750.023,629.7,132.9654,36.5,-,8.829249
13.9,2475.394,754.500,628.5,141.2095,36.5,-,8.829249
13.95,2490.104,758.984,627.3,148.3215,36.5,-,8.829249
14,2507.295,764.224,625.9,157.7993,36.5,-,8.829249
14.05,2520.824,768.347,624.8,162.6326,36.5,-,8.829249
14.1,2519.594,767.972,624.9,154.5481,36.5,-,8.829249
14.15,2507.295,764.224,625.9,134.7651,36.5,-,8.829249
14.2,2503.609,763.100,626.2,125.4905,36.5,-,8.829249
14.25,2502.381,762.726,626.3,118.5382,36.5,-,8.829249
14.3,2503.609,763.100,626.2,115.0983,36.5,-,8.829249
14.35,2502.381,762.726,626.3,110.4537,36.5,-,8.829249
14.4,2497.468,761.228,626.7,101.1501,36.5,-,8.829249
14.45,2495.012,760.480,626.9,93.03657,36.5,-,8.829249
14.5,2495.012,760.480,626.9,88.40651,36.5,-,8.829249
14.55,2496.24,760.854,626.8,82.62983,36.5,-,8.809802
14.6,2497.468,761.228,626.7,78.01428,36.5,-,8.809802
14.65,2501.152,762.351,626.4,75.73554,36.5,-,8.809802
14.7,2506.066,763.849,626,74.60342,36.5,-,8.809802
14.75,2510.983,765.348,625.6,72.32468,36.5,-,8.809802
14.8,2517.133,767.222,625.1,72.38274,36.5,-,8.809802
14.85,2524.518,769.473,624.5,71.27966,36.5,-,8.809802
14.9,2531.908,771.726,623.9,67.83977,36.5,-,8.809802
14.95,2538.071,773.604,623.4,59.71177,36.5,-,8.809802
15,2546.706,776.236,622.7,53.93508,36.5,-,8.809802
15.05,2554.115,778.494,622.1,44.61691,36.5,-,8.809802
15.1,2556.584,779.247,621.9,34.07954,36.5,-,8.809802
15.15,2557.821,779.624,621.8,36.43085,36.5,-,8.809802
15.2,2560.292,780.377,621.6,50.4952,36.5,-,8.809802
15.25,2561.528,780.754,621.5,55.18332,36.5,-,8.809802
15.3,2562.764,781.130,621.4,57.53463,36.5,-,8.809802
15.35,2562.764,781.130,621.4,56.35897,36.5,-,8.809802
15.4,2562.764,781.130,621.4,57.53463,36.5,-,8.809802
15.45,2562.764,781.130,621.4,62.20823,36.5,-,8.809802
15.5,2564,781.507,621.3,65.72069,36.5,-,8.848697
15.55,2565.237,781.884,621.2,66.89634,36.5,-,8.848697
15.6,2567.71,782.638,621,68.072,36.5,-,8.848697
15.65,2570.185,783.392,620.8,69.24766,36.5,-,8.848697
15.7,2573.897,784.524,620.5,69.27669,36.5,-,8.848697
15.75,2577.61,785.656,620.2,68.14457,36.5,-,8.848697
15.8,2582.565,787.166,619.8,68.1736,36.5,-,8.848697
15.85,2586.282,788.299,619.5,65.85131,36.5,-,8.848697
15.9,2592.48,790.188,619,64.7192,36.5,-,8.848697
15.95,2596.201,791.322,618.7,61.22126,36.5,-,8.848697
16,2601.165,792.835,618.3,60.08914,36.5,-,8.848697
16.05,2604.89,793.970,618,55.40103,36.5,-,8.848697
16.1,2607.374,794.728,617.8,50.71291,36.5,-,8.848697
16.15,2611.1,795.863,617.5,51.91759,36.5,-,8.848697
16.2,2614.829,797.000,617.2,54.29794,36.5,-,8.848697
16.25,2617.315,797.758,617,54.31245,36.5,-,8.848697
16.3,2619.802,798.516,616.8,55.50263,36.5,-,8.848697
16.35,2621.046,798.895,616.7,55.51714,36.5,-,8.848697
16.4,2623.534,799.653,616.5,57.88297,36.5,-,8.848697
16.45,2626.023,800.412,616.3,60.2488,36.5,-,8.848697
16.5,2627.267,800.791,616.2,61.43897,36.5,-,8.848697
16.55,2629.757,801.550,616,62.62914,36.5,-,8.848697
16.6,2633.493,802.689,615.7,65.00948,36.5,-,8.848697
16.65,2635.984,803.448,615.5,65.02399,36.5,-,8.848697
16.7,2639.722,804.587,615.2,66.22868,36.5,-,8.848697
16.75,2643.462,805.727,614.9,66.24319,36.5,-,8.848697
16.8,2648.451,807.248,614.5,67.44788,36.5,-,8.848697
16.85,2652.194,808.389,614.2,66.30125,36.5,-,8.848697
16.9,2655.938,809.530,613.9,66.33028,36.5,-,8.848697
16.95,2659.685,810.672,613.6,63.99348,36.5,-,8.848697
17,2662.183,811.433,613.4,62.83234,36.5,-,8.848697
17.05,2664.682,812.195,613.2,60.48103,36.5,-,8.848697
17.1,2668.431,813.338,612.9,60.51005,36.5,-,8.848697
17.15,2670.932,814.100,612.7,60.52457,36.5,-,8.848697
17.2,2673.433,814.862,612.5,59.34891,36.5,-,8.848697
17.25,2675.935,815.625,612.3,58.17326,36.5,-,8.848697
17.3,2678.438,816.388,612.1,58.18777,36.5,-,8.848697
17.35,2680.94,817.151,611.9,58.20228,36.5,-,8.848697
17.4,2683.445,817.914,611.7,59.39246,36.5,-,8.848697
17.45,2685.949,818.677,611.5,59.40697,36.5,-,8.848697
17.5,2689.707,819.823,611.2,60.62617,36.5,-,8.848697
17.55,2692.213,820.587,611,61.81634,36.5,-,8.848697
17.6,2694.72,821.351,610.8,61.83086,36.5,-,8.848697
17.65,2697.228,822.115,610.6,60.66971,36.5,-,8.848697
17.7,2699.736,822.880,610.4,60.69874,36.5,-,8.848697
17.75,2702.244,823.644,610.2,59.5376,36.5,-,8.848697
17.8,2704.754,824.409,610,58.37645,36.5,-,8.848697
17.85,2707.264,825.174,609.8,56.02514,36.5,-,8.848697
17.9,2709.775,825.939,609.6,54.84948,36.5,-,8.848697
17.95,2712.287,826.705,609.4,53.67383,36.5,-,8.848697
18,2714.799,827.471,609.2,52.49817,36.5,-,8.848697
18.05,2717.312,828.237,609,52.51269,36.5,-,8.848697
18.1,2719.825,829.003,608.8,52.52719,36.5,-,8.848697
18.15,2722.34,829.769,608.6,51.35154,36.5,-,8.848697
18.2,2726.112,830.919,608.3,52.57074,36.5,-,8.848697
18.25,2727.37,831.302,608.2,51.39508,36.5,-,8.848697
18.3,2729.886,832.069,608,51.4096,36.5,-,8.848697
18.35,2732.403,832.836,607.8,51.42411,36.5,-,8.848697
18.4,2734.921,833.604,607.6,51.43863,36.5,-,8.848697
18.45,2737.438,834.371,607.4,51.45314,36.5,-,8.848697
18.5,2738.698,834.755,607.3,50.27748,36.5,-,8.848697
18.55,2739.957,835.139,607.2,47.89714,36.5,-,8.829249
18.6,2742.477,835.907,607,47.91166,36.5,-,8.829249
18.65,2744.998,836.675,606.8,47.92617,36.5,-,8.829249
18.7,2747.518,837.443,606.6,47.92617,36.5,-,8.829249
18.75,2748.779,837.828,606.5,46.736,36.5,-,8.829249
18.8,2750.04,838.212,606.4,45.54583,36.5,-,8.829249
18.85,2751.301,838.597,606.3,44.35566,36.5,-,8.829249
18.9,2752.562,838.981,606.2,43.16549,36.5,-,8.829249
18.95,2753.823,839.365,606.1,41.97531,36.5,-,8.829249
19,2755.085,839.750,606,40.78514,36.5,-,8.829249
19.05,2756.346,840.134,605.9,39.59497,36.5,-,8.829249
19.1,2757.609,840.519,605.8,38.4048,36.5,-,8.829249
19.15,2758.87,840.904,605.7,37.21463,36.5,-,8.829249
19.2,2760.133,841.289,605.6,36.02446,36.5,-,8.829249
19.25,2761.395,841.673,605.5,33.6296,36.5,-,8.829249
19.3,2762.657,842.058,605.4,33.6296,36.5,-,8.829249
19.35,2763.92,842.443,605.3,32.43943,36.5,-,8.829249
19.4,2765.183,842.828,605.2,31.24926,36.5,-,8.829249
19.45,2766.447,843.213,605.1,30.05909,36.5,-,8.829249
19.5,2768.972,843.983,604.9,30.0736,36.5,-,8.829249
19.55,2770.237,844.368,604.8,30.0736,36.5,-,8.829249
19.6,2771.5,844.753,604.7,30.0736,36.5,-,8.829249
19.65,2772.764,845.138,604.6,28.88343,36.5,-,8.829249
19.7,2774.028,845.524,604.5,27.69325,36.5,-,8.829249
19.75,2775.292,845.909,604.4,26.50308,36.5,-,8.829249
19.8,2777.821,846.680,604.2,27.70777,36.5,-,8.829249
19.85,2779.086,847.065,604.1,27.70777,36.5,-,8.829249
19.9,2780.351,847.451,604,27.70777,36.5,-,8.829249
19.95,2781.616,847.837,603.9,27.70777,36.5,-,8.829249
20,2782.881,848.222,603.8,27.70777,36.5,-,8.829249
20.05,2785.413,848.994,603.6,28.91245,36.5,-,8.829249
20.1,2786.678,849.379,603.5,28.91245,36.5,-,8.829249
20.15,2787.944,849.765,603.4,28.91245,36.5,-,8.829249
20.2,2789.21,850.151,603.3,28.91245,36.5,-,8.829249
20.25,2790.476,850.537,603.2,28.91245,36.5,-,8.829249
20.3,2791.743,850.923,603.1,28.91245,36.5,-,8.829249
20.35,2793.01,851.309,603,28.91245,36.5,-,8.829249
20.4,2795.543,852.082,602.8,30.11714,36.5,-,8.829249
20.45,2795.543,852.082,602.8,28.91245,36.5,-,8.829249
20.5,2798.078,852.854,602.6,30.11714,36.5,-,8.829249
20.55,2798.078,852.854,602.6,27.70777,36.5,-,8.829249
20.6,2799.345,853.240,602.5,27.70777,36.5,-,8.829249
20.65,2800.613,853.627,602.4,27.70777,36.5,-,8.829249
20.7,2801.881,854.013,602.3,27.70777,36.5,-,8.829249
20.75,2801.881,854.013,602.3,26.50308,36.5,-,8.829249
20.8,2803.148,854.400,602.2,26.50308,36.5,-,8.829249
20.85,2804.417,854.786,602.1,25.2984,36.5,-,8.829249
20.9,2647.204,806.868,614.6,-125.6357,36.5,-,8.829249
20.95,2751.301,838.597,606.3,-27.69325,36.5,-,8.829249
21,2986.25,910.209,587.9,194.8688,36.5,-,8.829249
21.05,2983.665,909.421,588.1,191.1967,36.5,-,8.829249
21.1,2879.541,877.684,596.2,89.62571,36.5,-,8.829249
21.15,2839.994,865.630,599.3,50.75645,36.5,-,8.829249
21.2,2829.816,862.528,600.1,39.85623,36.5,-,8.829249
21.25,2822.189,860.203,600.7,31.3944,36.5,-,8.829249
21.3,2817.108,858.655,601.1,25.35646,36.5,-,8.829249
